year,month,quarter,state,fipscode,army_ad,navy_ad,marine_corps_ad,air_force_ad,coast_guard_ad,troops_ad,army_national_guard,army_reserve,navy_reserve,marine_corps_reserve,air_national_guard,air_force_reserve,coast_guard_reserve,total_selected_reserve,army_civilian,navy_civilian,marine_corps_civilian,air_force_civilian,dod_civilian,total_civilian,space_force_ad
2008,September,3,Alabama,1,5321,135,257,2774,932,9419,11043,5238,376,691,2176,1315,157,20996,18249,61,6,2211,2123,22650,NA
2008,September,3,Alaska,2,6825,54,8,7540,2144,16571,1870,324,81,7,1953,200,50,4485,2637,21,0,1704,338,4700,NA
2008,September,3,Arizona,4,4663,351,3493,10101,26,18634,5201,2490,888,415,2493,1035,2,12524,3931,147,456,3177,1052,8763,NA
2008,September,3,Arkansas,5,135,17,31,4367,24,4574,5418,2031,205,174,1820,184,0,9832,2707,5,0,898,112,3722,NA
2008,September,3,California,6,6611,54844,56709,16583,5265,140012,16214,12686,9038,4255,4389,7657,923,55162,8121,27449,4863,9856,6051,56340,NA
2008,September,3,Colorado,8,10508,711,269,8415,48,19951,3474,2801,854,388,1469,2363,13,11362,3512,56,3,5244,1798,10613,NA
2008,September,3,Connecticut,9,20,5928,22,17,733,6720,3040,1112,399,180,1076,3,111,5921,451,1044,0,218,577,2290,NA
2008,September,3,Delaware,10,10,4,9,3008,31,3062,1492,349,111,96,1018,1577,1,4644,223,3,2,1231,68,1527,NA
2008,September,3,District Of Columbia,11,5865,2916,1272,2616,1482,14151,1276,1544,1896,336,1148,189,123,6512,4189,8820,50,826,769,14654,NA
2008,September,3,Florida,12,3212,26723,3762,22346,4653,60696,9631,8818,5567,1159,1984,5075,955,33189,3378,11180,186,9278,2007,26029,NA
2008,September,3,Georgia,13,49618,5281,1284,8081,443,64707,10643,8755,1916,1014,2573,2868,129,27898,12598,2163,2376,14536,2750,34423,NA
2008,September,3,Hawaii,15,15349,12459,4088,4404,1284,37584,2461,2669,726,35,2292,607,129,8919,4805,8560,557,2007,973,16902,NA
2008,September,3,Idaho,16,18,69,24,3171,3,3285,3419,685,149,100,1451,32,0,5836,777,50,0,660,56,1543,NA
2008,September,3,Illinois,17,776,18190,297,4352,146,23761,9557,5928,2831,1313,2884,1382,94,23989,7915,1663,5,3407,1144,14134,NA
2008,September,3,Indiana,18,388,87,171,84,55,785,9432,3236,359,565,1836,1478,7,16913,1794,3004,2,859,3897,9556,NA
2008,September,3,Iowa,19,22,21,111,40,35,229,6982,2534,161,186,1977,0,6,11846,922,5,2,495,38,1462,NA
2008,September,3,Kansas,20,14266,397,92,2261,123,17139,4999,2934,149,188,1976,459,32,10737,5319,4,1,991,370,6685,NA
2008,September,3,Kentucky,21,20181,16,242,122,125,20686,6535,4168,286,194,1170,3,78,12434,6477,176,3,232,942,7830,NA
2008,September,3,Louisiana,22,4240,538,663,5063,1223,11727,8664,2514,1977,1026,1517,1675,191,17564,3645,709,110,1395,317,6176,NA
2008,September,3,Maine,23,246,2262,29,14,522,3073,1963,505,467,99,1125,1,92,4252,300,5356,1,262,715,6634,NA
2008,September,3,Maryland,24,6727,8264,1832,7147,762,24732,4771,4478,1984,399,1785,1773,212,15402,12776,14577,8,2174,2155,31690,NA
2008,September,3,Massachusetts,25,155,357,208,1203,1768,3691,6191,2978,348,721,1966,2359,506,15069,2295,208,4,2655,892,6054,NA
2008,September,3,Michigan,26,493,276,317,104,1146,2336,7992,3025,1121,1072,2637,119,166,16132,5622,32,6,957,1495,8112,NA
2008,September,3,Minnesota,27,321,185,142,76,142,866,10652,3220,693,207,2142,1289,33,18236,1420,18,3,749,155,2345,NA
2008,September,3,Mississippi,28,394,6033,532,6029,424,13412,9638,2029,806,125,2506,1599,140,16843,3295,2302,0,2483,280,8360,NA
2008,September,3,Missouri,29,11339,428,1606,3297,177,16847,7508,5136,1463,3466,2723,1152,102,21550,6769,59,405,1218,645,9096,NA
2008,September,3,Montana,30,15,5,14,3088,5,3127,2649,796,151,17,1014,37,0,4664,567,1,0,777,46,1391,NA
2008,September,3,Nebraska,31,97,358,61,5134,16,5666,3708,1550,353,181,1003,335,17,7147,1351,10,4,1932,101,3398,NA
2008,September,3,Nevada,32,116,914,49,7741,14,8834,2743,629,402,209,1005,414,2,5404,466,276,1,1232,154,2129,NA
2008,September,3,New Hampshire,33,6,626,130,51,341,1154,1798,890,116,113,940,1,18,3876,475,13,2,268,144,902,NA
2008,September,3,New Jersey,34,877,444,150,3891,2038,7400,3423,3794,916,416,2286,2583,167,13585,10022,1944,12,1389,687,14054,NA
2008,September,3,New Mexico,35,603,74,101,7626,11,8415,2988,674,263,74,973,156,0,5128,2832,43,1,3185,462,6523,NA
2008,September,3,New York,36,15464,1833,847,307,1126,19577,8339,8313,1953,1479,5913,1271,559,27827,6898,109,28,2419,1979,11433,NA
2008,September,3,North Carolina,37,40230,3764,41450,7235,1563,94242,10242,6319,1212,632,1427,2019,224,22075,7831,4293,2919,1392,2195,18630,NA
2008,September,3,North Dakota,38,13,7,4,5872,0,5896,3059,281,89,26,838,36,0,4329,484,3,0,1138,78,1703,NA
2008,September,3,Ohio,39,543,351,222,4757,404,6277,9019,5186,1427,919,5254,3764,185,25754,1522,76,5,12115,8935,22653,NA
2008,September,3,Oklahoma,40,10708,1319,412,7679,55,20173,5490,2857,608,329,1998,1689,12,12983,4873,83,5,13942,1432,20335,NA
2008,September,3,Oregon,41,177,181,144,44,1056,1602,6325,513,581,322,2176,99,142,10158,2565,24,2,538,24,3153,NA
2008,September,3,Pennsylvania,42,965,862,646,211,339,3023,14134,7506,2081,1492,3999,1322,166,30700,9594,6247,21,1143,8336,25341,NA
2008,September,3,Rhode Island,44,22,2021,175,74,264,2556,2065,339,578,102,1153,0,45,4282,240,3562,2,167,95,4066,NA
2008,September,3,South Carolina,45,14520,5771,11401,7104,748,39544,9539,4231,804,285,1206,2214,164,18443,3336,2861,734,1767,696,9394,NA
2008,September,3,South Dakota,46,25,5,0,2842,0,2872,3162,354,128,0,802,24,0,4470,492,1,1,668,48,1210,NA
2008,September,3,Tennessee,47,293,1532,165,164,165,2319,10498,3949,1373,624,3483,17,53,19997,4247,1132,3,1096,752,7230,NA
2008,September,3,Texas,48,57088,5566,2082,35111,1632,101479,18014,16340,5979,2940,3027,6668,403,53371,24424,1337,25,14555,3651,43992,NA
2008,September,3,Utah,49,298,38,137,3888,6,4367,4863,2551,388,272,1425,1402,0,10901,2319,38,2,10754,1005,14118,NA
2008,September,3,Vermont,50,15,9,31,24,29,108,2658,204,46,0,971,1,18,3898,308,3,0,253,31,595,NA
2008,September,3,Virginia,51,22641,69401,11652,11929,4327,119950,7847,6974,5100,1058,1630,1561,617,24787,21004,33848,3619,4511,19858,82840,NA
2008,September,3,Washington,53,26496,18957,723,5445,2033,53654,5865,5286,2387,456,1978,2364,504,18840,7804,14767,3,1840,900,25314,NA
2008,September,3,West Virginia,54,241,182,121,42,74,660,4501,1962,126,265,2251,1,27,9133,1110,92,0,545,12,1759,NA
2008,September,3,Wisconsin,55,303,58,137,59,282,839,7539,4904,599,543,2159,1,106,15851,1769,28,3,462,113,2375,NA
2008,September,3,Wyoming,56,7,0,1,2760,3,2771,1765,75,64,0,1162,34,0,3100,261,0,0,756,41,1058,NA
2009,September,3,Alabama,1,6042,219,222,2971,1003,10457,9614,5650,577,635,1988,1298,154,19916,18958,83,4,2318,2505,23868,NA
2009,September,3,Alaska,2,8987,88,8,7290,2172,18545,1646,439,84,38,2012,250,48,4517,2857,22,0,1830,341,5050,NA
2009,September,3,Arizona,4,5011,358,3584,10167,26,19146,4750,3142,881,520,2449,1222,1,12965,4067,146,479,3247,1081,9020,NA
2009,September,3,Arkansas,5,41,16,105,4611,27,4800,8040,2061,192,160,1870,144,0,12467,2930,8,0,919,117,3974,NA
2009,September,3,California,6,6775,55170,65600,16516,5456,149517,14866,13596,9169,4347,4488,7700,928,55094,9044,29004,5447,10445,6562,60502,NA
2009,September,3,Colorado,8,18953,675,276,8290,44,28238,3272,3359,856,387,1485,2507,15,11881,4010,61,3,5544,1608,11226,NA
2009,September,3,Connecticut,9,27,5318,22,20,750,6137,2979,1181,434,183,1082,5,111,5975,497,1107,0,228,627,2459,NA
2009,September,3,Delaware,10,9,4,13,3193,31,3250,1254,337,108,144,997,1607,9,4456,228,2,2,1207,80,1519,NA
2009,September,3,District Of Columbia,11,4688,2885,1284,2604,1508,12969,1178,1419,1758,356,1156,234,123,6224,4584,9384,56,839,912,15775,NA
2009,September,3,Florida,12,3462,27279,4109,20553,4809,60212,8998,9447,5508,1172,2012,5636,1005,33778,3878,11572,225,10165,2197,28037,NA
2009,September,3,Georgia,13,54057,5184,1298,8393,480,69412,8362,9107,1441,1015,2686,2970,108,25689,13646,2127,2496,14926,2855,36050,NA
2009,September,3,Hawaii,15,14158,13411,4202,4339,1363,37473,2745,2446,793,78,2271,547,122,9002,5212,8829,643,2106,1038,17828,NA
2009,September,3,Idaho,16,17,55,28,3788,5,3893,3436,672,159,103,1434,21,0,5825,852,52,0,658,57,1619,NA
2009,September,3,Illinois,17,717,16850,277,4369,149,22362,9336,6161,2823,1167,2840,1379,76,23782,8465,1801,5,3597,1222,15090,NA
2009,September,3,Indiana,18,415,90,157,66,54,782,11247,3379,416,586,1762,1471,9,18870,2084,3192,4,861,4314,10455,NA
2009,September,3,Iowa,19,29,16,104,34,35,218,6909,2322,145,158,1963,0,4,11501,1009,6,1,498,43,1557,NA
2009,September,3,Kansas,20,15167,402,80,2651,120,18420,4855,2902,147,174,1862,507,26,10473,5911,4,1,1052,387,7355,NA
2009,September,3,Kentucky,21,35881,18,243,188,141,36471,6923,4196,245,240,1126,3,71,12804,8094,162,4,240,887,9387,NA
2009,September,3,Louisiana,22,8604,514,749,5184,1307,16358,8963,2462,1746,1052,1540,1679,205,17647,3873,634,126,1424,333,6390,NA
2009,September,3,Maine,23,236,980,30,9,521,1776,1990,463,174,132,1076,0,96,3931,355,5538,1,248,664,6806,NA
2009,September,3,Maryland,24,6542,8298,1677,7130,812,24459,4683,4996,1885,420,1744,1719,207,15654,14427,15400,9,2267,2293,34396,NA
2009,September,3,Massachusetts,25,188,355,201,1187,1787,3718,5497,3143,448,794,2052,2437,365,14736,2406,179,4,3027,914,6530,NA
2009,September,3,Michigan,26,357,261,317,101,1168,2204,8572,3384,1098,1122,2477,0,167,16820,6256,40,6,865,1594,8761,NA
2009,September,3,Minnesota,27,425,183,143,53,137,941,9127,3151,705,377,2305,1326,28,17019,1482,19,3,709,167,2380,NA
2009,September,3,Mississippi,28,220,5460,516,6517,417,13130,6412,2071,738,144,2277,1408,147,13197,3462,2379,0,2320,303,8464,NA
2009,September,3,Missouri,29,10881,385,1500,3408,175,16349,8483,5436,1320,3845,2524,1109,113,22830,7271,62,425,1217,677,9652,NA
2009,September,3,Montana,30,14,5,13,2823,5,2860,2451,743,163,61,1041,33,0,4492,588,1,0,823,45,1457,NA
2009,September,3,Nebraska,31,94,391,60,5182,17,5744,3633,1392,393,155,961,314,14,6862,1382,11,4,2125,104,3626,NA
2009,September,3,Nevada,32,111,929,38,8225,16,9319,2250,798,422,173,975,573,2,5193,485,287,1,1230,157,2160,NA
2009,September,3,New Hampshire,33,8,595,109,57,360,1129,1769,953,285,164,975,1,18,4165,511,14,2,274,141,942,NA
2009,September,3,New Jersey,34,834,431,149,4048,1905,7367,5642,4378,1045,454,2377,2444,161,16501,10059,2094,12,1474,708,14347,NA
2009,September,3,New Mexico,35,750,85,97,8922,10,9864,2461,651,283,80,957,219,3,4654,2972,48,1,3430,477,6928,NA
2009,September,3,New York,36,13446,1715,821,299,1142,17423,10085,8171,2016,1707,5893,1208,510,29590,7315,120,32,2418,2054,11939,NA
2009,September,3,North Carolina,37,32271,3918,48693,6560,1566,93008,6648,6332,1171,748,1539,2137,207,18782,8230,4301,3233,1394,2280,19438,NA
2009,September,3,North Dakota,38,16,7,5,6249,0,6277,3160,256,88,24,901,36,0,4465,461,3,0,1155,72,1691,NA
2009,September,3,Ohio,39,541,363,236,4815,416,6371,9617,4877,1412,864,5231,3857,266,26124,1676,81,5,13230,9266,24258,NA
2009,September,3,Oklahoma,40,10930,1325,463,7719,52,20489,7375,2895,494,336,2314,1721,10,15145,5564,84,6,14664,1471,21789,NA
2009,September,3,Oregon,41,166,194,135,55,1063,1613,4078,498,566,330,2260,116,133,7981,2672,23,2,579,27,3303,NA
2009,September,3,Pennsylvania,42,887,847,608,212,353,2907,13838,7587,1947,1662,3898,1336,158,30426,9800,6394,21,1141,8704,26060,NA
2009,September,3,Rhode Island,44,91,1953,136,75,272,2527,2057,380,616,139,1211,1,52,4456,236,3729,2,195,97,4259,NA
2009,September,3,South Carolina,45,11513,6417,10384,7720,772,36806,9388,4258,721,410,1295,2367,168,18607,3642,2994,780,1821,740,9977,NA
2009,September,3,South Dakota,46,13,3,0,2890,0,2906,2994,354,122,0,1116,31,0,4617,473,2,1,708,41,1225,NA
2009,September,3,Tennessee,47,328,1464,164,178,172,2306,8799,3991,1269,727,3587,17,64,18454,3627,1179,2,1174,762,6744,NA
2009,September,3,Texas,48,59590,4551,1901,36559,1759,104360,18296,17308,5552,2856,2919,6337,390,53658,26395,1345,25,14978,3799,46542,NA
2009,September,3,Utah,49,299,42,128,3668,4,4141,5458,2565,398,246,1435,1300,0,11402,2330,45,2,11117,1047,14541,NA
2009,September,3,Vermont,50,18,6,28,26,29,107,2607,205,59,0,1061,0,13,3945,361,3,0,241,32,637,NA
2009,September,3,Virginia,51,23994,73268,11914,12028,4372,125576,7207,6882,5538,1198,1584,1551,571,24531,22508,35014,4220,4895,21177,87814,NA
2009,September,3,Washington,53,16125,20636,738,5537,2142,45178,5789,5534,2215,528,1975,2215,448,18704,9105,15196,4,1892,1128,27325,NA
2009,September,3,West Virginia,54,224,190,116,41,82,653,3540,2000,114,233,2321,0,20,8228,1341,98,1,565,11,2016,NA
2009,September,3,Wisconsin,55,314,50,122,59,304,849,4342,4630,505,507,1948,0,98,12030,1927,30,3,448,111,2519,NA
2009,September,3,Wyoming,56,6,1,1,2892,5,2905,1142,67,76,11,1167,35,0,2498,261,1,0,748,40,1050,NA
2010,September,3,Alabama,1,5458,137,208,2828,1013,9644,10362,5775,325,661,2161,1326,165,20775,20146,89,6,2491,3121,25853,NA
2010,September,3,Alaska,2,11469,68,8,7202,2120,20867,1878,389,68,48,2072,306,54,4815,3050,28,0,1926,344,5348,NA
2010,September,3,Arizona,4,5063,362,3623,10241,25,19314,4972,3191,810,504,2313,1235,1,13026,4500,157,492,3316,1131,9596,NA
2010,September,3,Arkansas,5,47,12,130,4472,25,4686,7501,1980,209,142,1880,169,0,11881,2942,10,0,971,119,4042,NA
2010,September,3,California,6,7395,65537,57561,16836,5265,152594,16347,13955,8357,4529,4536,7771,955,56450,9392,30613,5455,10876,6670,63006,NA
2010,September,3,Colorado,8,17818,674,269,8821,46,27628,3773,3369,868,380,1536,2530,16,12472,4203,63,3,5806,1370,11445,NA
2010,September,3,Connecticut,9,27,5430,25,29,753,6264,2859,1136,411,228,1149,4,106,5893,462,1084,0,234,644,2424,NA
2010,September,3,Delaware,10,8,5,11,3179,31,3234,1454,377,103,152,1027,1622,6,4741,227,1,2,1279,73,1582,NA
2010,September,3,District Of Columbia,11,5461,2953,2370,2487,1511,14782,1315,1453,1756,486,1213,433,114,6770,4745,9832,63,881,885,16406,NA
2010,September,3,Florida,12,3548,26701,3616,20660,4850,59375,7367,9875,5904,1186,2060,5957,1063,33412,3950,11845,244,11390,2209,29638,NA
2010,September,3,Georgia,13,39842,5490,1163,8053,511,55059,10721,8713,1535,989,2709,3224,126,28017,14115,2159,2538,16031,2998,37841,NA
2010,September,3,Hawaii,15,17277,13668,5519,4367,1336,42167,2795,2421,743,83,2357,717,139,9255,5701,9209,729,2176,1093,18908,NA
2010,September,3,Idaho,16,20,40,27,3423,4,3514,3495,679,132,102,1345,26,0,5779,612,53,0,680,65,1410,NA
2010,September,3,Illinois,17,687,15788,254,4393,148,21270,9566,6417,2827,1174,2771,1511,88,24354,8777,1769,5,3746,1241,15538,NA
2010,September,3,Indiana,18,425,83,154,80,42,784,12379,3602,363,627,1674,1413,8,20066,1877,3392,15,805,4564,10653,NA
2010,September,3,Iowa,19,27,16,95,41,34,213,7236,2528,148,166,1850,0,0,11928,941,6,2,499,46,1494,NA
2010,September,3,Kansas,20,18439,87,77,2661,102,21366,4577,2859,143,181,2085,561,31,10437,6413,3,1,1119,407,7943,NA
2010,September,3,Kentucky,21,26350,13,182,151,146,26842,7029,4612,261,205,1165,2,65,13339,9258,127,3,232,969,10589,NA
2010,September,3,Louisiana,22,9649,494,890,5546,1299,17878,6872,2322,1564,4284,1488,1733,219,18482,3954,637,182,1531,318,6622,NA
2010,September,3,Maine,23,203,210,29,11,522,975,1718,517,102,146,1098,0,101,3682,329,5466,0,259,802,6856,NA
2010,September,3,Maryland,24,6514,8859,1400,7177,795,24745,4857,5149,1724,433,1704,1734,204,15805,15987,16342,26,2653,2670,37678,NA
2010,September,3,Massachusetts,25,148,339,208,1151,1735,3581,5404,3117,398,835,1973,2558,500,14785,2440,163,5,3275,916,6799,NA
2010,September,3,Michigan,26,431,255,288,100,1156,2230,8657,3435,1326,1152,2554,0,186,17310,6811,40,5,807,1610,9273,NA
2010,September,3,Minnesota,27,268,175,131,49,138,761,11070,3190,692,417,2201,1407,22,18999,1436,20,3,744,185,2388,NA
2010,September,3,Mississippi,28,396,5704,450,6718,399,13667,9648,2196,1000,140,2316,1607,56,16963,3685,2466,2,2398,330,8881,NA
2010,September,3,Missouri,29,10783,335,1005,3496,166,15785,8860,5131,1327,813,2419,1093,113,19756,6956,63,425,1239,705,9388,NA
2010,September,3,Montana,30,10,2,11,2949,0,2972,2661,737,114,68,943,32,0,4555,502,1,0,847,48,1398,NA
2010,September,3,Nebraska,31,96,426,57,4997,18,5594,3519,1476,345,141,951,281,6,6719,1326,13,4,2408,99,3850,NA
2010,September,3,Nevada,32,120,1014,41,8737,4,9916,2973,849,421,229,1050,702,1,6225,472,296,1,1364,158,2291,NA
2010,September,3,New Hampshire,33,6,755,103,85,363,1312,1655,912,281,166,920,1,15,3950,453,12,3,259,158,885,NA
2010,September,3,New Jersey,34,889,420,152,4033,1433,6927,6081,3844,1020,609,2403,2521,174,16652,9341,1945,11,2079,725,14101,NA
2010,September,3,New Mexico,35,414,86,93,10119,34,10746,3027,647,282,83,925,373,0,5337,3023,55,1,3850,474,7403,NA
2010,September,3,New York,36,17129,1866,782,304,1130,21211,10148,8168,1654,1840,5616,1359,531,29316,7567,125,30,2391,2130,12243,NA
2010,September,3,North Carolina,37,46136,4295,51564,6589,1557,110141,9805,6118,1001,864,1518,2403,201,21910,9038,4400,3474,1378,2417,20707,NA
2010,September,3,North Dakota,38,11,4,8,6587,0,6610,3204,230,103,53,909,31,0,4530,531,3,0,1203,74,1811,NA
2010,September,3,Ohio,39,480,333,210,5025,406,6454,11143,5289,1120,683,4657,3905,259,27056,1632,82,5,13970,10188,25877,NA
2010,September,3,Oklahoma,40,12996,1346,302,7746,46,22436,7425,2788,540,342,2180,1675,5,14955,5860,94,6,16106,1498,23564,NA
2010,September,3,Oregon,41,142,184,128,60,1053,1567,6421,599,443,271,2208,119,128,10189,2531,24,2,593,21,3171,NA
2010,September,3,Pennsylvania,42,795,803,597,223,346,2764,14773,7880,1550,1782,3975,1387,166,31513,9883,6423,20,1121,8808,26255,NA
2010,September,3,Rhode Island,44,23,2017,151,69,273,2533,1911,429,615,105,1172,1,45,4278,194,3794,2,184,106,4280,NA
2010,September,3,South Carolina,45,10374,6634,10442,7632,794,35876,8355,4422,737,425,1320,2473,180,17912,3661,3200,785,1886,747,10279,NA
2010,September,3,South Dakota,46,26,4,0,3412,0,3442,3222,365,132,0,1084,34,0,4837,473,2,1,782,46,1304,NA
2010,September,3,Tennessee,47,304,1434,151,187,172,2248,10349,3941,1344,714,3496,10,64,19918,4044,1194,2,1180,825,7245,NA
2010,September,3,Texas,48,67107,4028,1823,34132,1735,108825,18449,17916,5462,3022,2830,5628,374,53681,28403,1385,27,15683,3922,49420,NA
2010,September,3,Utah,49,323,34,120,3673,3,4153,5130,2841,410,260,1173,1270,0,11084,2465,45,2,11546,1058,15116,NA
2010,September,3,Vermont,50,12,9,24,27,25,97,1342,194,57,0,1044,0,11,2648,254,3,0,232,29,518,NA
2010,September,3,Virginia,51,23943,67750,10938,11997,4121,118749,7705,6257,5576,1250,1545,1572,595,24500,22859,37150,4951,5347,22650,92957,NA
2010,September,3,Washington,53,30850,20552,710,5611,2133,59856,5885,5731,2213,529,2120,2035,479,18992,9724,15726,5,1857,1162,28474,NA
2010,September,3,West Virginia,54,225,202,106,54,83,670,4014,2011,129,152,2066,0,21,8393,1238,91,1,511,15,1856,NA
2010,September,3,Wisconsin,55,269,51,122,71,311,824,6867,4537,509,498,2213,0,105,14729,2010,29,3,460,124,2626,NA
2010,September,3,Wyoming,56,7,0,1,3016,0,3024,1787,73,55,13,1000,33,0,2961,277,1,0,751,45,1074,NA
2011,September,3,Alabama,1,4954,141,175,2843,1042,9155,10468,5910,347,660,2123,1330,163,21001,20806,86,5,2589,3386,26872,NA
2011,September,3,Alaska,2,8719,80,8,7018,1973,17798,1875,400,86,64,2046,337,48,4856,2581,29,0,2370,341,5321,NA
2011,September,3,Arizona,4,5189,336,3304,9525,23,18377,4998,3066,832,543,2337,1300,1,13077,4509,181,453,3243,1108,9494,NA
2011,September,3,Arkansas,5,125,12,147,4571,28,4883,7253,2159,226,157,1843,190,1,11829,2773,9,0,981,105,3868,NA
2011,September,3,California,6,7767,63962,63593,17793,5210,158325,15193,14773,8826,4611,4147,7809,1006,56365,9512,31197,5074,11023,6494,63300,NA
2011,September,3,Colorado,8,23192,671,252,8785,54,32954,3869,3478,896,405,1530,2743,17,12938,4395,64,3,6288,1346,12096,NA
2011,September,3,Connecticut,9,94,5257,21,31,758,6161,3499,1280,368,80,1083,4,112,6426,491,1138,0,232,620,2481,NA
2011,September,3,Delaware,10,42,14,12,3088,33,3189,1336,453,114,155,967,1718,8,4751,244,1,2,1339,71,1657,NA
2011,September,3,District Of Columbia,11,1847,2757,2392,2276,1514,10786,1330,1273,145,454,1243,380,100,4925,1649,10168,55,504,833,13209,NA
2011,September,3,Florida,12,5361,24510,3805,19872,4921,58469,9979,9575,5904,1366,1904,6098,976,35802,4074,11945,231,12039,2091,30380,NA
2011,September,3,Georgia,13,56271,5429,1354,7752,533,71339,10444,7890,1630,1067,2673,3351,128,27183,12923,2227,2407,16623,2952,37132,NA
2011,September,3,Hawaii,15,18483,13563,4928,4670,1347,42991,2944,2531,736,96,2265,694,136,9402,5766,9865,690,1808,1069,19198,NA
2011,September,3,Idaho,16,48,36,22,3147,6,3259,3206,641,162,103,1312,25,0,5449,617,54,0,636,60,1367,NA
2011,September,3,Illinois,17,903,12315,252,4337,154,17961,9731,6037,2663,1180,2835,1459,83,23988,8056,1370,4,3916,1204,14550,NA
2011,September,3,Indiana,18,464,83,164,72,44,827,12252,3382,457,608,1702,1491,7,19899,1892,3507,244,874,4442,10959,NA
2011,September,3,Iowa,19,95,16,96,35,32,274,7309,2384,152,143,1910,0,0,11898,967,6,2,513,45,1533,NA
2011,September,3,Kansas,20,16285,92,70,2620,111,19178,4376,2734,174,167,2019,643,24,10137,6315,4,1,1121,395,7836,NA
2011,September,3,Kentucky,21,35024,11,102,185,148,35470,5924,4231,253,196,1166,2,67,11839,9349,21,3,270,960,10603,NA
2011,September,3,Louisiana,22,6312,475,948,5481,1312,14528,9067,2315,1483,4199,1425,1910,216,20615,3969,609,246,1619,294,6737,NA
2011,September,3,Maine,23,60,86,18,9,517,690,2022,545,110,147,1035,0,95,3954,350,5398,0,234,795,6777,NA
2011,September,3,Maryland,24,8253,9172,1514,7383,828,27150,4045,5179,3322,380,1652,1799,191,16568,18702,15564,33,2910,8430,45639,NA
2011,September,3,Massachusetts,25,299,352,204,1179,1722,3756,5627,3305,395,623,1999,2711,483,15143,2572,138,5,3153,850,6718,NA
2011,September,3,Michigan,26,349,242,287,90,1172,2140,8410,3486,1104,1043,2326,0,182,16551,7188,35,5,809,1567,9604,NA
2011,September,3,Minnesota,27,264,158,135,44,143,744,8228,3296,727,400,2189,1514,30,16384,1320,22,3,731,178,2254,NA
2011,September,3,Mississippi,28,413,5165,452,6491,325,12846,9135,2146,918,141,2319,1636,173,16468,3507,2563,1,2453,337,8861,NA
2011,September,3,Missouri,29,9415,333,1336,3850,199,15133,8202,5106,1309,802,2362,1032,109,18922,6363,67,100,1223,664,8417,NA
2011,September,3,Montana,30,56,4,7,3053,1,3121,2697,773,136,63,1034,33,0,4736,478,3,0,892,46,1419,NA
2011,September,3,Nebraska,31,171,406,53,4875,19,5524,3297,1426,367,139,936,262,0,6427,1364,16,4,2627,110,4121,NA
2011,September,3,Nevada,32,196,986,41,8888,5,10116,2865,1012,453,214,1025,749,1,6319,437,322,1,1378,153,2291,NA
2011,September,3,New Hampshire,33,46,815,94,125,383,1463,1769,809,241,44,961,3,16,3843,498,9,2,274,161,944,NA
2011,September,3,New Jersey,34,611,433,335,4100,1711,7190,6016,3755,1429,1072,2374,2400,171,17217,5864,2045,8,2143,683,10743,NA
2011,September,3,New Mexico,35,846,86,83,10727,5,11747,2544,802,291,78,840,438,0,4993,2810,60,1,3942,447,7260,NA
2011,September,3,New York,36,15293,1748,756,307,1145,19249,10259,8564,1884,1962,5392,1339,525,29925,7374,123,27,2303,2089,11916,NA
2011,September,3,North Carolina,37,38638,4030,46325,5908,1608,96509,9867,7006,1175,776,1422,2490,208,22944,10342,4339,3292,1318,2542,21833,NA
2011,September,3,North Dakota,38,26,5,8,6432,0,6471,3349,251,100,55,965,23,0,4743,517,3,0,1111,79,1710,NA
2011,September,3,Ohio,39,423,305,219,5262,424,6633,11148,5234,1374,922,4444,3842,265,27229,1550,99,4,14488,9784,25925,NA
2011,September,3,Oklahoma,40,11778,1378,388,7597,45,21186,4543,2560,568,315,2130,1599,2,11717,5840,90,6,16520,1562,24018,NA
2011,September,3,Oregon,41,111,164,128,49,1056,1508,6419,544,606,295,2160,116,132,10272,2462,26,1,565,21,3075,NA
2011,September,3,Pennsylvania,42,905,667,427,218,349,2566,14890,7884,1099,1353,3875,1361,164,30626,9608,6184,19,1092,8806,25709,NA
2011,September,3,Rhode Island,44,141,2084,202,66,324,2817,1862,449,831,96,1019,1,60,4318,202,3826,2,177,109,4316,NA
2011,September,3,South Carolina,45,8771,6936,10912,7530,808,34957,8949,4225,657,449,1326,2366,170,18142,3735,2956,763,2328,787,10569,NA
2011,September,3,South Dakota,46,49,3,0,2968,0,3020,3086,455,146,0,1039,29,0,4755,459,2,1,815,47,1324,NA
2011,September,3,Tennessee,47,309,1558,155,176,176,2374,10032,3811,1429,767,3335,8,68,19450,3732,1197,3,1204,879,7015,NA
2011,September,3,Texas,48,61016,6370,1894,34190,1749,105219,18665,16932,5814,3177,2855,5686,386,53515,28578,1422,25,16822,3745,50592,NA
2011,September,3,Utah,49,207,25,107,3601,4,3944,5262,3124,401,249,1357,1283,0,11676,2405,44,1,11588,1053,15091,NA
2011,September,3,Vermont,50,39,4,16,24,27,110,2731,214,51,0,1043,0,10,4049,294,3,0,235,26,558,NA
2011,September,3,Virginia,51,22831,68068,11013,12062,4338,118312,6583,6774,5214,1328,1372,1536,580,23387,20929,39007,4866,6462,21945,93209,NA
2011,September,3,Washington,53,29594,20799,657,5737,2144,58931,5917,5597,2256,487,2046,2130,475,18908,10304,16083,3,1669,1181,29240,NA
2011,September,3,West Virginia,54,55,204,97,46,79,481,3962,1983,119,71,2300,0,23,8458,1219,93,0,538,13,1863,NA
