year,month,quarter,state,fipscode,army_ad,navy_ad,marine_corps_ad,air_force_ad,coast_guard_ad,troops_ad,army_national_guard,army_reserve,navy_reserve,marine_corps_reserve,air_national_guard,air_force_reserve,coast_guard_reserve,total_selected_reserve,army_civilian,navy_civilian,marine_corps_civilian,air_force_civilian,dod_civilian,total_civilian,space_force_ad
2014,December,4,Texas,48,73190,5908,1892,30353,1684,113027,18534,16546,5136,3313,3271,5306,384,52490,25660,1291,30,15343,4481,46805,NA
2014,December,4,Utah,49,167,30,89,3270,0,3556,5492,3073,307,250,1433,1172,0,11727,1908,42,1,11056,1037,14044,NA
2014,December,4,Vermont,50,44,5,9,51,27,136,2842,175,48,0,1092,0,9,4166,313,3,0,276,31,623,NA
2014,December,4,Virginia,51,22132,74227,11080,12048,4240,123727,7304,7716,5670,1393,1386,1782,556,25807,18755,37748,5244,6191,22678,90616,NA
2014,December,4,Washington,53,26972,21426,725,5918,2020,57061,6012,5842,2071,514,2006,2102,434,18981,9382,17445,1,1554,1169,29551,NA
2014,December,4,West Virginia,54,78,82,43,47,72,322,4103,1839,96,99,2149,0,23,8309,1145,58,1,548,51,1803,NA
2014,December,4,Wisconsin,55,319,33,122,53,299,826,7254,4063,379,459,2261,0,79,14495,1834,48,2,527,106,2517,NA
2014,December,4,Wyoming,56,30,0,10,2956,0,2996,1626,84,66,0,1069,33,0,2878,253,1,0,695,37,986,NA
2015,March,1,Alabama,1,4419,91,143,2820,880,8353,10515,5026,307,663,2306,1233,149,20199,17998,88,5,2330,3406,23827,NA
2015,March,1,Alaska,2,11478,72,21,7206,1883,20660,1840,428,65,50,1824,387,51,4645,2156,26,0,2286,317,4785,NA
2015,March,1,Arizona,4,4452,368,5002,8333,6,18161,4968,3494,870,616,2501,1827,0,14276,4046,167,451,3024,1153,8841,NA
2015,March,1,Arkansas,5,123,7,165,4194,21,4510,7239,2087,162,184,1785,603,0,12060,2349,8,0,1040,102,3499,NA
2015,March,1,California,6,7467,63819,56800,17577,4721,150384,14600,16233,8284,4818,4438,7878,976,57227,8901,29610,4607,10017,6233,59368,NA
2015,March,1,Colorado,8,23250,656,199,8443,43,32591,3834,3845,905,406,1617,2933,13,13553,4308,60,2,5872,1413,11655,NA
2015,March,1,Connecticut,9,103,5790,59,26,617,6595,3610,1312,349,248,1141,4,92,6756,563,1069,1,242,640,2515,NA
2015,March,1,Delaware,10,54,17,24,3149,40,3284,1567,506,98,172,1145,1615,12,5115,283,2,1,1100,68,1454,NA
2015,March,1,District Of Columbia,11,1707,2616,2289,1710,1378,9700,1385,504,117,424,1208,269,106,4013,1387,9802,50,310,743,12292,NA
2015,March,1,Florida,12,5919,24802,4345,20904,4617,60587,9781,9916,5637,1400,2010,6434,922,36100,3725,11359,243,11954,2061,29342,NA
2015,March,1,Georgia,13,49595,5509,1446,8419,477,65446,11002,7715,1425,1010,2724,2879,87,26842,11932,2104,2025,14192,3022,33275,NA
2015,March,1,Hawaii,15,21980,15548,6666,5114,1286,50594,3081,2410,689,63,2268,699,143,9353,5133,9660,658,1791,1066,18308,NA
2015,March,1,Idaho,16,51,31,33,3014,3,3132,3045,868,178,114,1261,23,0,5489,700,57,0,644,51,1452,NA
2015,March,1,Illinois,17,1018,13380,350,4047,142,18937,10013,6520,2287,1370,2936,1413,83,24622,6759,1034,16,3511,1167,12487,NA
2015,March,1,Indiana,18,496,83,171,69,31,850,11480,3328,393,589,1626,1465,6,18887,1756,3238,238,789,4131,10152,NA
2015,March,1,Iowa,19,97,13,69,28,35,242,6936,2253,124,122,1772,0,0,11207,947,6,1,453,54,1461,NA
2015,March,1,Kansas,20,19593,65,97,2858,117,22730,5045,2703,138,172,2168,684,19,10929,5527,5,1,1024,342,6899,NA
2015,March,1,Kentucky,21,30971,12,82,218,155,31438,7068,4156,200,266,1110,5,67,12872,8521,18,3,255,843,9640,NA
2015,March,1,Louisiana,22,7909,415,663,4744,1248,14979,9389,2069,1256,3774,1481,1587,187,19743,3362,531,284,1461,292,5930,NA
2015,March,1,Maine,23,65,145,27,9,564,810,2139,422,114,126,1135,0,86,4022,328,5712,0,280,718,7038,NA
2015,March,1,Maryland,24,8962,9133,1718,7603,874,28290,4669,5627,3557,483,1626,1803,195,17960,16746,15692,79,2923,8110,43550,NA
2015,March,1,Massachusetts,25,328,364,164,1023,1633,3512,6214,3429,322,806,2174,2499,431,15875,2272,159,5,3140,860,6436,NA
2015,March,1,Michigan,26,547,221,231,91,1093,2183,7733,3329,934,1011,2331,1,134,15473,6611,30,9,846,1566,9062,NA
2015,March,1,Minnesota,27,174,151,110,37,131,603,10906,2996,629,473,2218,1335,31,18588,1327,19,3,846,167,2362,NA
2015,March,1,Mississippi,28,516,4455,499,5340,275,11085,9781,1940,656,41,2618,1447,158,16641,3350,2394,0,2344,318,8406,NA
2015,March,1,Missouri,29,9570,317,1518,4050,194,15649,9437,4766,1134,792,2160,1090,91,19470,5529,49,113,1121,679,7491,NA
2015,March,1,Montana,30,60,5,12,3184,0,3261,2648,757,125,54,950,27,0,4561,503,3,0,727,47,1280,NA
2015,March,1,Nebraska,31,177,412,63,4966,18,5636,3441,1339,307,123,944,221,0,6375,1322,44,4,2675,96,4141,NA
2015,March,1,Nevada,32,151,884,60,8897,3,9995,3078,1723,388,220,1080,1017,0,7506,448,296,1,1583,162,2490,NA
2015,March,1,New Hampshire,33,57,1019,57,145,264,1542,1703,896,247,185,1129,1,17,4178,446,11,3,287,172,919,NA
2015,March,1,New Jersey,34,649,453,334,4202,1619,7257,5279,3782,1230,1074,2439,2483,191,16478,5133,2162,9,2040,636,9980,NA
2015,March,1,New Mexico,35,592,68,58,10513,6,11237,2756,825,204,114,992,216,0,5107,2373,63,1,3462,416,6315,NA
2015,March,1,New York,36,17726,2184,696,322,1053,21981,10324,8145,1879,1996,5400,1379,460,29583,6784,113,28,2134,1938,10997,NA
2015,March,1,North Carolina,37,42158,4392,43865,5653,1618,97686,9967,6721,1088,817,1497,2523,204,22817,10024,4309,2973,1364,2600,21270,NA
2015,March,1,North Dakota,38,20,7,16,6786,0,6829,3078,276,83,62,967,28,0,4494,488,3,0,1042,84,1617,NA
2015,March,1,Ohio,39,510,275,259,5206,405,6655,11456,5637,1270,993,4745,3621,270,27992,1473,102,3,14158,8951,24687,NA
2015,March,1,Oklahoma,40,11142,1312,511,6448,44,19457,6682,2443,489,359,2249,1699,1,13922,5267,89,6,15370,1722,22454,NA
2015,March,1,Oregon,41,102,161,107,96,989,1455,5114,617,487,324,2251,112,133,9038,2132,24,1,649,17,2823,NA
2015,March,1,Pennsylvania,42,973,653,385,214,323,2548,15726,8236,830,1372,3894,1227,122,31407,8143,5830,22,1121,7890,23006,NA
2015,March,1,Rhode Island,44,147,2686,278,64,301,3476,2106,485,622,115,1125,2,56,4511,250,3785,2,210,103,4350,NA
2015,March,1,South Carolina,45,9505,7295,8314,6862,685,32661,9218,4125,596,440,1364,2377,182,18302,3582,3178,743,2101,797,10401,NA
2015,March,1,South Dakota,46,53,7,8,2704,0,2772,3090,389,102,0,1032,28,0,4641,494,1,0,790,57,1342,NA
2015,March,1,Tennessee,47,314,1389,144,163,163,2173,9592,3835,1237,738,3357,3,43,18805,3342,1157,3,1183,857,6542,NA
2015,March,1,Texas,48,72943,5604,1975,31111,1706,113339,18460,16953,5052,3328,3267,5334,375,52769,25419,1291,32,15381,4487,46610,NA
2015,March,1,Utah,49,173,29,91,3321,0,3614,5480,3089,307,251,1394,1232,0,11753,1898,42,2,11140,1034,14116,NA
2015,March,1,Vermont,50,44,4,8,54,26,136,2833,174,45,0,1088,0,8,4148,295,2,0,295,30,622,NA
2015,March,1,Virginia,51,22416,74483,11882,12002,4217,125000,7291,7753,5531,1388,1366,1803,575,25707,18644,37959,5238,6217,22544,90602,NA
2015,March,1,Washington,53,26183,21450,697,5817,2014,56161,6011,5958,2050,504,1933,2078,417,18951,9389,17897,2,1509,1168,29965,NA
2015,March,1,West Virginia,54,74,67,47,48,73,309,4096,1818,89,102,2203,0,22,8330,1134,57,0,493,52,1736,NA
2015,March,1,Wisconsin,55,309,29,117,56,300,811,7344,3924,411,470,2269,0,79,14497,1846,50,2,400,108,2406,NA
2015,March,1,Wyoming,56,33,1,6,2948,0,2988,1619,86,66,0,1163,35,0,2969,253,1,0,747,42,1043,NA
2015,June,2,Alabama,1,4398,107,140,2598,817,8060,10400,5055,305,673,2327,1220,148,20128,17998,88,5,2377,3355,23823,NA
2015,June,2,Alaska,2,11461,47,20,7322,1916,20766,1826,441,63,52,2008,374,50,4814,2174,26,0,2354,324,4878,NA
2015,June,2,Arizona,4,4202,378,4230,8419,5,17234,5049,3529,872,618,2527,1867,0,14462,4014,179,452,3064,1165,8874,NA
2015,June,2,Arkansas,5,121,9,188,4027,21,4366,7349,2060,160,185,1792,602,0,12148,2376,8,0,1057,99,3540,NA
2015,June,2,California,6,7497,67892,54822,17806,4600,152617,14564,16305,8192,4848,4514,7772,973,57168,8956,30211,4591,10108,6221,60087,NA
2015,June,2,Colorado,8,22037,700,231,9272,40,32280,3841,3738,884,396,1617,2959,12,13447,4328,61,3,5969,1377,11738,NA
2015,June,2,Connecticut,9,109,5623,62,26,621,6441,3521,1314,349,246,1144,5,105,6684,542,1072,1,249,637,2501,NA
2015,June,2,Delaware,10,57,19,25,3097,40,3238,1593,510,94,172,1153,1575,13,5110,282,2,1,1085,70,1440,NA
2015,June,2,District Of Columbia,11,1696,2585,2352,1635,1381,9649,1344,491,128,416,1221,282,127,4009,1375,10408,48,298,738,12867,NA
2015,June,2,Florida,12,6043,25872,4122,21105,4654,61796,9643,9923,5544,1398,2018,6365,908,35799,3682,11600,246,12020,2085,29633,NA
2015,June,2,Georgia,13,47815,5798,1445,8352,464,63874,10997,7781,1412,999,2725,3011,77,27002,11927,2103,2001,14289,3005,33325,NA
2015,June,2,Hawaii,15,22158,15468,6942,5131,1327,51026,3055,2418,691,63,2253,710,142,9332,5117,9727,658,1787,1083,18372,NA
2015,June,2,Idaho,16,46,35,42,3029,3,3155,3011,867,173,115,1309,25,0,5500,720,56,0,739,56,1571,NA
2015,June,2,Illinois,17,993,13362,367,4045,136,18903,10028,6461,2281,1340,3001,1426,80,24617,6818,1028,15,3533,1192,12586,NA
2015,June,2,Indiana,18,514,94,188,70,34,900,11283,3350,395,574,1915,1424,6,18947,1804,3428,238,916,4188,10574,NA
2015,June,2,Iowa,19,88,17,74,30,34,243,6911,2201,128,124,1783,0,0,11147,960,6,1,463,53,1483,NA
2015,June,2,Kansas,20,19414,60,94,2896,106,22570,5031,2660,128,171,2218,675,22,10905,5532,4,1,1040,313,6890,NA
2015,June,2,Kentucky,21,32464,11,95,222,160,32952,7012,4186,207,273,1118,4,66,12866,8591,17,3,273,792,9676,NA
2015,June,2,Louisiana,22,8135,413,676,4708,1226,15158,9492,2074,1237,3689,1505,1566,184,19747,3427,522,276,1487,280,5992,NA
2015,June,2,Maine,23,63,160,28,10,578,839,2151,419,96,124,1134,0,80,4004,316,5899,0,271,730,7216,NA
2015,June,2,Maryland,24,8972,10049,1835,7704,882,29442,4782,5712,3504,496,1660,1808,187,18149,16747,16163,96,2946,8097,44049,NA
2015,June,2,Massachusetts,25,322,415,180,998,1636,3551,6244,3209,302,834,2180,2434,417,15620,2324,165,5,3176,857,6527,NA
2015,June,2,Michigan,26,524,226,242,90,1127,2209,7677,3160,915,1000,1968,1,134,14855,6630,30,9,695,1585,8949,NA
2015,June,2,Minnesota,27,169,162,113,42,130,616,11065,3005,628,495,2235,1295,34,18757,1395,20,3,844,163,2425,NA
2015,June,2,Mississippi,28,540,4332,493,5280,275,10920,9569,1924,792,51,2644,1387,158,16525,3443,2483,0,2427,324,8677,NA
2015,June,2,Missouri,29,8327,316,1283,4003,187,14116,9463,4716,1120,821,2172,1078,95,19465,5573,51,119,1164,688,7595,NA
2015,June,2,Montana,30,61,6,15,3165,0,3247,2664,737,114,58,965,26,0,4564,520,2,0,747,45,1314,NA
2015,June,2,Nebraska,31,139,421,63,5024,20,5667,3374,1367,305,125,962,223,0,6356,1344,44,3,2661,95,4147,NA
2015,June,2,Nevada,32,152,918,61,8960,3,10094,3128,1733,390,220,1043,1008,0,7522,449,296,1,1544,171,2461,NA
2015,June,2,New Hampshire,33,55,852,57,145,279,1388,1389,890,257,190,1130,1,18,3875,481,11,3,324,172,991,NA
2015,June,2,New Jersey,34,682,473,350,4144,1529,7178,5958,3895,1229,1067,2363,2448,194,17154,5170,2193,9,2029,643,10044,NA
2015,June,2,New Mexico,35,319,72,65,10576,6,11038,2750,822,204,105,1008,218,0,5107,2362,68,1,3546,402,6379,NA
2015,June,2,New York,36,16672,1981,698,340,1045,20736,10353,8185,1768,1978,5338,1349,448,29419,6731,105,31,2136,1992,10995,NA
2015,June,2,North Carolina,37,42353,4290,42959,5907,1625,97134,9835,6796,1085,810,1509,2451,198,22684,10143,4459,2916,1363,2547,21428,NA
2015,June,2,North Dakota,38,17,7,18,6804,0,6846,3041,279,79,57,983,29,0,4468,510,3,1,1041,66,1621,NA
2015,June,2,Ohio,39,493,292,279,5136,405,6605,11333,5850,1265,972,4720,3651,282,28073,1548,100,3,14421,9018,25090,NA
2015,June,2,Oklahoma,40,9834,1327,457,6369,44,18031,6770,2435,486,363,2259,1694,1,14008,5301,93,6,15676,1714,22790,NA
2015,June,2,Oregon,41,104,173,116,137,997,1527,5750,604,500,326,2173,111,118,9582,2165,24,1,556,18,2764,NA
2015,June,2,Pennsylvania,42,869,675,392,210,320,2466,15725,8244,836,1345,3903,1141,126,31320,8239,5940,22,1131,7937,23269,NA
2015,June,2,Rhode Island,44,136,2352,245,57,296,3086,2098,502,610,115,1116,2,52,4495,257,3908,3,217,105,4490,NA
2015,June,2,South Carolina,45,9796,7311,9371,6870,731,34079,9110,4054,568,426,1373,2337,172,18040,3525,3233,745,2084,781,10368,NA
2015,June,2,South Dakota,46,52,7,12,2597,0,2668,3099,395,101,0,1037,29,0,4661,533,1,0,784,51,1369,NA
2015,June,2,Tennessee,47,311,1413,146,165,164,2199,9713,3757,1241,742,3346,2,45,18846,3349,1169,3,1230,776,6527,NA
2015,June,2,Texas,48,73443,5742,1991,31718,1726,114620,18480,17488,4968,3315,3337,5329,370,53287,25625,1327,31,15661,4499,47143,NA
2015,June,2,Utah,49,178,33,103,3448,0,3762,5417,2998,314,254,1440,1258,0,11681,1856,44,2,11261,1037,14200,NA
2015,June,2,Vermont,50,46,8,8,53,29,144,2821,174,45,0,1090,0,7,4137,311,2,0,207,32,552,NA
2015,June,2,Virginia,51,22495,71214,11751,11690,4248,121398,7423,7764,5486,1369,1297,1820,550,25709,18703,38846,5217,6190,22863,91819,NA
2015,June,2,Washington,53,27087,21795,770,6024,2044,57720,5952,5977,2052,519,2021,2045,419,18985,9513,18362,3,1551,1108,30537,NA
2015,June,2,West Virginia,54,59,61,45,34,73,272,4149,1746,86,99,2208,0,24,8312,1142,49,0,518,52,1761,NA
2015,June,2,Wisconsin,55,315,44,123,67,302,851,7366,3903,392,460,2293,0,76,14490,1860,50,2,600,109,2621,NA
2015,June,2,Wyoming,56,34,1,7,2896,0,2938,1591,73,62,0,1189,36,0,2951,266,1,0,787,40,1094,NA
2015,September,3,Alabama,1,4334,106,135,2839,873,8287,10258,5132,305,695,2325,1072,0,19787,17831,98,5,2358,3315,23607,NA
2015,September,3,Alaska,2,10181,76,21,7270,1835,19383,1805,438,57,52,1980,374,0,4706,2187,25,0,2404,320,4936,NA
2015,September,3,Arizona,4,4058,369,5003,8539,8,17977,5170,3471,853,630,2482,1870,0,14476,3981,180,458,3021,1153,8793,NA
2015,September,3,Arkansas,5,120,9,148,4055,21,4353,7244,2047,160,188,1770,590,0,11999,2335,8,0,1048,107,3498,NA
2015,September,3,California,6,7389,64433,55290,17154,4507,148773,14640,16266,7978,4850,4312,7615,0,55661,8855,30913,4572,9999,6177,60516,NA
2015,September,3,Colorado,8,22122,703,211,8442,41,31519,3722,3695,876,388,1602,2969,0,13252,4268,63,3,5754,1381,11469,NA
2015,September,3,Connecticut,9,110,5630,57,27,636,6460,3482,1340,369,256,1140,3,0,6590,537,1102,1,238,634,2512,NA
2015,September,3,Delaware,10,61,19,23,3092,37,3232,1599,500,88,178,1154,1612,0,5131,237,2,2,1060,116,1417,NA
2015,September,3,District Of Columbia,11,1717,2562,2284,1655,1406,9624,1408,511,216,409,162,912,0,3618,1343,10448,49,300,739,12879,NA
2015,September,3,Florida,12,6097,26961,3440,20875,4500,61873,9093,9952,5524,1410,2039,6300,0,34318,3648,11920,248,12171,2094,30081,NA
2015,September,3,Georgia,13,50574,5701,1408,8516,462,66661,10996,7652,1424,801,2605,3039,0,26517,11803,2147,1955,14175,2969,33049,NA
2015,September,3,Hawaii,15,17631,15877,6355,5009,1251,46123,3098,2458,631,68,2165,704,0,9124,5104,9680,656,1762,1285,18487,NA
2015,September,3,Idaho,16,50,33,39,2838,3,2963,3012,810,169,113,1314,25,0,5443,695,57,0,726,55,1533,NA
2015,September,3,Illinois,17,983,13649,358,4150,133,19273,10056,6240,2373,1306,3026,1436,0,24437,6765,1037,17,3512,1199,12530,NA
2015,September,3,Indiana,18,555,90,165,75,29,914,11245,3316,398,582,1938,1495,0,18974,1791,3446,238,868,4183,10526,NA
2015,September,3,Iowa,19,88,16,71,24,33,232,6884,2197,136,120,1758,0,0,11095,928,6,1,454,53,1442,NA
2015,September,3,Kansas,20,19194,86,100,2848,106,22334,5071,2703,113,172,2207,664,0,10930,5493,4,1,1027,314,6839,NA
2015,September,3,Kentucky,21,31631,13,85,228,160,32117,7011,4179,221,286,1175,3,0,12875,8532,17,3,285,878,9715,NA
2015,September,3,Louisiana,22,7567,419,675,5139,1213,15013,9493,2164,1228,3696,1494,1483,0,19558,3361,530,273,1478,271,5913,NA
2015,September,3,Maine,23,62,171,27,9,550,819,2157,501,99,127,1133,0,0,4017,312,6058,0,287,731,7388,NA
2015,September,3,Maryland,24,9004,9629,1666,7911,885,29095,4792,5819,3527,502,2821,1810,0,19271,16564,16242,103,2940,8124,43973,NA
2015,September,3,Massachusetts,25,360,399,167,1022,1561,3509,6245,3145,277,819,2169,2435,0,15090,2294,163,5,3163,858,6483,NA
2015,September,3,Michigan,26,519,229,235,95,1075,2153,7625,3168,904,1002,1982,1,0,14682,6595,32,9,675,1603,8914,NA
2015,September,3,Minnesota,27,159,167,115,49,126,616,10927,3098,615,489,2244,1272,0,18645,1339,20,2,843,163,2367,NA
2015,September,3,Mississippi,28,532,4449,404,5481,276,11142,9627,1901,685,59,2568,1450,0,16290,3517,2511,0,2328,314,8670,NA
2015,September,3,Missouri,29,9853,312,1127,3927,192,15411,9571,4726,1103,839,2275,1069,0,19583,5548,53,121,1218,673,7613,NA
2015,September,3,Montana,30,59,5,15,3115,0,3194,2659,680,110,59,992,24,0,4524,500,1,0,747,45,1293,NA
2015,September,3,Nebraska,31,145,440,64,5286,19,5954,3284,1311,297,129,979,230,0,6230,1311,41,3,2594,101,4050,NA
2015,September,3,Nevada,32,148,952,43,8562,4,9709,3175,1682,382,212,1061,1037,0,7549,454,297,1,1530,171,2453,NA
2015,September,3,New Hampshire,33,57,866,50,135,263,1371,1374,746,252,190,1137,1,0,3700,458,9,2,305,179,953,NA
2015,September,3,New Jersey,34,659,454,326,4151,1805,7395,6040,3954,1161,1259,2390,2330,0,17134,5204,2202,10,1997,625,10038,NA
2015,September,3,New Mexico,35,336,67,61,10718,6,11188,2781,811,207,105,986,222,0,5112,2373,75,1,3504,389,6342,NA
2015,September,3,New York,36,14698,2221,711,359,1031,19020,10316,8134,1724,1937,5399,1359,0,28869,6660,104,31,2187,1965,10947,NA
2015,September,3,North Carolina,37,42460,4270,43457,5770,1655,97612,9284,6647,1129,794,1525,2321,0,21700,10088,4562,2904,1348,2538,21440,NA
2015,September,3,North Dakota,38,16,7,18,6492,0,6533,3012,292,76,54,983,30,0,4447,488,3,1,1058,69,1619,NA
2015,September,3,Ohio,39,497,293,267,5310,399,6766,11343,5766,1247,984,4685,3632,0,27657,1538,103,3,14302,9037,24983,NA
2015,September,3,Oklahoma,40,10551,1320,380,6324,44,18619,6767,2450,481,367,2220,1659,0,13944,5235,100,7,15876,1687,22905,NA
2015,September,3,Oregon,41,110,180,111,144,963,1508,5965,595,496,329,2165,103,0,9653,2151,23,2,526,17,2719,NA
2015,September,3,Pennsylvania,42,1004,659,364,210,321,2558,15769,8326,841,1358,3800,1198,0,31292,8068,6031,22,1060,7935,23116,NA
2015,September,3,Rhode Island,44,148,2688,239,69,290,3434,2094,508,557,114,1055,2,0,4330,246,3972,3,204,100,4525,NA
2015,September,3,South Carolina,45,11239,6975,10308,7208,709,36439,9151,4069,585,428,1374,2301,0,17908,3493,3219,741,2063,774,10290,NA
2015,September,3,South Dakota,46,59,7,8,2592,0,2666,3156,387,93,0,1032,28,0,4696,496,1,0,698,47,1242,NA
2015,September,3,Tennessee,47,312,1386,142,168,155,2163,9908,3811,1238,759,3279,3,0,18998,3280,1183,3,1120,745,6331,NA
2015,September,3,Texas,48,73602,5749,1967,31853,1686,114857,17804,17493,4908,3279,3334,5364,0,52182,25646,1346,31,15641,4529,47193,NA
2015,September,3,Utah,49,163,28,96,3497,0,3784,5403,3237,315,249,1428,1279,0,11911,1846,46,2,11404,1018,14316,NA
2015,September,3,Vermont,50,43,5,9,52,28,137,2830,142,41,0,1089,0,0,4102,296,2,0,174,31,503,NA
2015,September,3,Virginia,51,22274,75340,11231,11642,4234,124721,7553,7673,5065,1393,1218,1221,0,24123,18495,39729,5189,6161,22883,92457,NA
2015,September,3,Washington,53,27403,21989,771,5625,1988,57776,5934,6073,2031,533,2015,1975,0,18561,9459,18758,3,1527,1157,30904,NA
2015,September,3,West Virginia,54,61,42,44,31,68,246,4089,1643,80,98,2184,0,0,8094,1134,13,0,493,51,1691,NA
2015,September,3,Wisconsin,55,353,71,112,75,300,911,7417,3966,397,457,2269,0,0,14506,1849,60,2,477,113,2501,NA
2015,December,4,Alabama,1,4688,97,151,2881,872,8689,10153,5084,316,708,2247,1103,140,19751,17782,102,5,2355,3344,23588,NA
2015,December,4,Alaska,2,11686,25,7,7259,1848,20825,1815,440,61,53,1984,376,45,4774,2208,24,0,2484,327,5043,NA
2015,December,4,Arizona,4,4334,370,3822,8533,8,17067,5165,3464,828,629,2537,1869,1,14493,3980,181,455,3044,1156,8816,NA
2015,December,4,Arkansas,5,98,7,115,3973,20,4213,7191,2005,156,182,1787,553,0,11874,2286,8,0,1051,111,3456,NA
2015,December,4,California,6,7301,39585,60812,16991,4466,129155,13812,16407,7810,4886,4323,7619,927,55784,8728,31387,4519,9959,6224,60817,NA
2015,December,4,Colorado,8,23822,700,220,8346,41,33129,3915,3894,842,388,1591,2998,13,13641,4282,58,3,5663,1498,11504,NA
2015,December,4,Connecticut,9,111,3882,30,31,611,4665,3441,1329,388,244,1137,2,83,6624,503,1118,1,254,640,2516,NA
2015,December,4,Delaware,10,65,14,8,3104,39,3230,1610,516,110,176,962,1590,11,4975,231,2,2,1027,117,1379,NA
2015,December,4,District Of Columbia,11,4242,5278,2266,4308,1405,17499,1398,512,235,394,166,912,121,3738,1347,10642,48,294,767,13098,NA
2015,December,4,Florida,12,5524,21631,4085,20974,4528,56742,9062,9992,5380,1399,1965,6408,889,35095,3638,11964,242,12223,2116,30183,NA
2015,December,4,Georgia,13,47862,3552,1416,8112,470,61412,10975,7847,1439,783,2709,2997,71,26821,11934,2228,1948,14148,3043,33301,NA
2015,December,4,Hawaii,15,21561,8158,7693,4971,1253,43636,3097,2466,633,69,2104,694,142,9205,5132,9723,645,1802,1270,18572,NA
2015,December,4,Idaho,16,55,33,24,2552,3,2667,2988,790,161,113,1289,25,1,5367,686,59,0,735,56,1536,NA
2015,December,4,Illinois,17,975,12816,317,4122,136,18366,10078,6329,2376,1344,3022,1436,80,24665,6708,1040,17,3518,1197,12480,NA
2015,December,4,Indiana,18,680,74,155,73,30,1012,11405,3233,381,560,1894,1455,6,18934,1824,3468,234,858,4165,10549,NA
2015,December,4,Iowa,19,89,18,84,24,35,250,6865,2322,134,125,1766,0,0,11212,924,6,1,480,53,1464,NA
2015,December,4,Kansas,20,15706,82,64,2988,104,18944,5002,2845,110,174,2012,678,25,10846,5482,4,1,978,336,6801,NA
2015,December,4,Kentucky,21,31024,7,98,218,157,31504,6824,4148,219,274,1188,3,66,12722,8559,18,3,284,905,9769,NA
2015,December,4,Louisiana,22,6789,389,683,5069,1214,14144,9487,2041,1187,3608,1507,1455,163,19448,3347,530,277,1510,274,5938,NA
2015,December,4,Maine,23,49,65,12,9,564,699,2152,504,103,131,1113,0,70,4073,309,6043,0,297,736,7385,NA
2015,December,4,Maryland,24,9142,9172,1857,7946,885,29002,4783,5862,3400,500,2830,1788,182,19345,16503,16394,103,2958,8173,44131,NA
2015,December,4,Massachusetts,25,375,413,181,1031,1572,3572,5999,3157,269,829,2164,2390,411,15219,2273,168,5,3161,850,6457,NA
2015,December,4,Michigan,26,499,248,242,99,1092,2180,7772,3204,865,989,2332,1,141,15304,6574,33,9,818,1636,9070,NA
2015,December,4,Minnesota,27,172,167,133,50,128,650,11032,3044,614,476,2228,1284,30,18708,1280,19,2,836,161,2298,NA
2015,December,4,Mississippi,28,477,2370,458,5451,278,9034,9625,1851,818,56,2474,1419,152,16395,3531,2473,0,2367,311,8682,NA
2015,December,4,Missouri,29,9266,314,1531,4041,192,15344,9491,4652,1071,748,2253,1058,94,19367,5456,53,126,1222,675,7532,NA
2015,December,4,Montana,30,60,2,9,3072,0,3143,2610,663,105,54,969,24,0,4425,492,1,0,770,45,1308,NA
2015,December,4,Nebraska,31,178,423,47,5229,18,5895,3356,1286,289,127,972,234,0,6264,1311,43,3,2661,102,4120,NA
2015,December,4,Nevada,32,156,826,28,8589,3,9602,3151,1603,379,207,1134,1131,0,7605,446,297,1,1561,172,2477,NA
2015,December,4,New Hampshire,33,56,234,101,142,266,799,1367,775,248,195,1057,1,17,3660,462,12,3,300,187,964,NA
2015,December,4,New Jersey,34,672,437,328,4290,1448,7175,6183,4032,1170,1264,2416,2261,188,17514,5171,2223,10,2007,624,10035,NA
2015,December,4,New Mexico,35,386,65,83,10957,6,11497,2879,848,202,103,963,218,1,5214,2363,80,1,3563,398,6405,NA
2015,December,4,New York,36,13925,1919,723,357,1049,17973,10300,8119,1672,1889,5429,1335,423,29167,6752,109,31,2189,2006,11087,NA
2015,December,4,North Carolina,37,43595,4249,46002,5869,1680,101395,9760,6738,1085,792,1447,2220,210,22252,10232,4620,2867,1342,2578,21639,NA
2015,December,4,North Dakota,38,21,7,7,6518,0,6553,3004,360,71,56,992,30,0,4513,495,3,1,1083,72,1654,NA
2015,December,4,Ohio,39,479,297,196,5223,394,6589,11463,5697,1225,978,4719,3629,258,27969,1495,107,3,14350,9241,25196,NA
2015,December,4,Oklahoma,40,9478,1343,451,6332,47,17651,6780,2423,449,362,2189,1730,1,13934,5278,102,7,15977,1675,23039,NA
2015,December,4,Oregon,41,109,171,110,142,980,1512,5832,603,486,311,2230,94,122,9678,2173,26,2,625,18,2844,NA
2015,December,4,Pennsylvania,42,969,679,378,208,319,2553,15792,8284,833,1318,3747,1165,128,31267,8043,6087,24,1129,7932,23215,NA
2015,December,4,Rhode Island,44,146,2475,227,67,290,3205,2070,520,607,102,1039,2,44,4384,248,4022,3,211,97,4581,NA
2015,December,4,South Carolina,45,10072,6966,9554,6701,678,33971,9187,4050,567,418,1293,2278,170,17963,3505,3249,731,2088,794,10367,NA
2015,December,4,South Dakota,46,57,7,0,2665,0,2729,3144,362,90,0,1023,27,0,4646,500,1,0,810,49,1360,NA
